name,comment
 کالوک ,"
                            مدت زمانی کهبیان سفارش بگیرن تا غذا سرو بشه خیلی طولانی بود فکر کنم حدود ۵۰مین منتظر شدیم...من پاستا کارنه سفارش دادم که قیمتش ۴۴تومن بود ولی تو منویی که تو فیدیلیو گذاشته شده کمتر بود با این حال فضاش خوبه و پاستاشم خوش طعم بود
                        "
 کالوک ,"
                            خیلی رستوران خوبیه با پرسنل مودب و غذاهای خوشمزه ، اما اینبار که رفتیم تقریبا بین ۸ تا ۱۵ تومن روی غذاهاش گذاشته بود که فک کنم همین باعث شده بود که عده کمی اونجا باشن دیگه واقعا من فک کنم به سیخ کباب کوبیده با برنج ۶۰ هزار تومن یکم زیادی زیاده!
                        "
 کالوک ,"
                            امروز دوباره رفتم این رستوران ‌ولی شوکه شدم با دیدن قیمت های جدید، قیمت ها به شدت رفته بالا، ما پونزده دزصد تخفیف فیدیلیو داشتیم ولی با این وجود به نظر من اصلا به صرفه نیست. 
مورد دیگه اینکه ما فسنجون سفارش دادیم ولی تقریبا یک ساعت معطل شدیم تا سفارشمون آماده شد. بعد از اینکه غذای ما آماده شد کیفیت قبل رو نداشت و مرغ فسنجون بوی روغن سوخته میداد، من مجبور شدم کلا اون خورش رو بیخیال بشم، این در حالیه که قیمت جوجه فسنجون از چهل هزار تومن شده پنجاه وشش هزار تومن!!!
                        "
 کالوک ,"
                            بار دوم‌ بود که رفتیم. موسیقی دیگه آزاردهنده نبود البته صداش همچنان بلند بود اما ظاهراً ‌بخاطر محرم نوع‌ موسیقی رو‌ ملایم کرده بودن). کیفیت غذاها و برخورد پرسنل همچنان خوب بود (شاید حتی بهتر از دفعه پیش). ۹ نفر بودیم که ۳ نفرمون جوجه‌فسنجان سفارش دادن و‌ دقیقا یک ساعت و‌ ده دقیقه طول کشید که غذا رو آوردن‌ و گفتن معطلی بخاطر جوجه‌فسنجان بوده. از موهیتو رایگان برای چک‌این در فیدیلیو هم استفاده کردیم. در مجموع رستوران خیلی خوبیه.
                        "
 کالوک ,"
                            محیط رستوران بسیار قشنگ بود، رفتار گارسون ها مناسب بود اما خدمتکاران بوضوح رفتار غیر حرفه ای داشتن، ما یک استیک ریب سفارش دادیم و یک برگر پارما استیک طبق سفارشمون مدیوم بود و همراه سس هایی که داشت خیلی خوشمزه بود، دورچین و سس استیک که روی دورچین ریخته شده بود بسیار خوش طعم بود، اما برگر برخلاف استیک فوقالعاده نبود بلکه خیلی معمولی تر بود اما اونم دو نوع سس خوشمزه همراهش بود و همچنین شکلش شبیه عکس اینستاگرامشون نبود!
در مجموع بنظرم نسبت به قیمت ارزششو داره و مزیت بزرگ دیگه اشون هم پارکینگ اختصاصیه که توی هوای بارونی خیلی قدرشو دونستیم
                        "
 کالوک ,"
                            ديشب براي تولد برادرم به كالوك رفتيم همه چيز عاليه عالي مثل هميشه
                        "
 کالوک ,"
                            با سلام
من تجربم رو به عنوان کسی که رستوران زیاد میرم میگم.
از ابتدا اگر بخوام بگم سرویس دهیشون با سرعت لاکپشته و تا نگی برات منو نمیارن و هیچ پیشخدمتی در دسترس نیست که حتی خودت بهش بگی منو بیاره ما دقیقا ده دقیقه منتظر بودیم تا پیشخدمتی از میز ما عبور کرد تا بهش بگم منو بیاره حتی خودش این کار رو نکرد و من بهش گفتم.
در ارتباط با قیمتش من اصلا کاری ندارم چون ممکنه سو تفاهم پیش بیاد ولی با این قیمت میشه لوکس ترین رستوران تهران بهترین غذا رو خورد اما بحثم این نیست
در ارتباط با منو که واقعا منو بسیار ضعیف و هیچگونه تنوعی نداشت.
من خب پاستا خور هستم و تقریبا هرجایی پاستا میخورم و تست میکنم
در ارتباط با این بخش باید بگم که سرآشپزشون فرق سس پستو با سس آلفردو رو نمیدونه و جای پاستا با سس پستو پاستا با سس آلفردو میارن
بعد جالبتر اینکه توی منو پاستایی هست که سس آلفردو و سس پستو رو باهم داره فکر کنم پاستا خور ها بفهمن حرف منو :))
بعد به جای پنیر گودا پنیر پارمسان میزنن و میگن چون پیدا نمیشه خب برادر من حذف کن از منو نه اینکه همینطوری تغییرش بده
ما که نتونستیم لب به غذا بزنیم ولی به رستوران پیشنهاد میکنم در انتخاب سراشپز تجدید نظر کنن
                        "
 کالوک ,"
                            رستوران فوق العاده شیک و با کیفیت ولی فوق‌العاده گرون. قیمت‎های این منو خیلی قدیمی هستن. در حال حاضر 20 در صد قیمتها بالاتر از منوی این صفحه هستند.
                        "
 کالوک ,"
                            همه چیزش به اندازه !
واقعا عالیه.
نسبت به کیفیت کارشون قیمتشونم مناسبه!
واقعا خیلی وقت بود جایی که از هر نظر خوب باشه ندیده بودم.
بیرون مخصوصه قلیون و سیگار و اگه کسی رو دود اذیت کرد میتونه داخل بشینه.
اینجا یه پاتوق واقعیه.
 
                        "
 کالوک ,"
                            محلش، پارکینگش و فضای داخلیش خوب بود 
اینکه یه بالکن چهار فصلم داره به نظرم باحال بود فقط پنکه هاش خیلی خوب تنظیم نشده بودن 
برخورد پرسنلش خیلی حرفه ای بود تو انتخاب غذا خیلی کمک کردن و غذا ها رو هم با فاصله مناسب و به موقع سرو میکردن
پیش غذا سینی مزه گرفتیم که خیلی طعمای خوشمزه ای داشتن و خیلیم تازه بودن 
سالاد اسفناجشم همینطور و سسش خیلی خوشمزه بود
ریب استیک خیلی خوب درست شده بود و پختش عالی بود. سه نوعم سس داشت که اینقدر طعم خود استیک عالی بود که خیلی ازشون استفاده نکردم
یه غذای عربی هم گرفتیم به اسم اورفا مشوی که برنج عربی بود با دو سیخ کباب متفاوت که خیلی خوش طعم بودن همشون مخصوصا کبابی که خیلی تند بود طعمش عالی بود برای کسایی که غذای تند دوست دارن، چند نوعم ترشی همراش بود که جذاب بودن
نوشیدنی هاشم که با چک این بهمون دادن موهیتو بود که خوب بود اونم
در کل از هزینه ای که کردیم پشیمون نشدیم هیچ خیلیم راضی بودیم
                        "
 کالوک ,"
                            خیلی خوبه...
هم غذاخوبه هم محیطش
قیمتام منصفانس
ما دوتا موهیتو رایگانم با چک این گرفتیم

                        "
 کالوک ,"
                            
به نظر من رستوران خوبیه بخصوص برخورد پرسنل و همکاریشون.جای پارک خوب و تراس زیبا...با توجه به قیمت میزان و کیفیت غذاها خوب بود البته امیدوارم هر روز بهتر بشه با ایده جدید. من سالگرد ازدواجم اونجا بودم و کلی میز مارو بخاطر روز خاص طراحی کردند.
                        "
 کالوک ,"
                            ما ۴ نفر بودیم یه پاستا یه پیتزا یه بیف گرفتیم و همه چیی عالی بوددد.خیلی پیشنهاد میشه
                        "
 کالوک ,"
                            امروز هم رفتم كالوك
مشتري ثابتشون شدم و مثل هميشه راضي از كيفيت و برخورد خوبشون
فقط متاسفانه توي اين روزا همه چي گرون شده و انتظار هم  ميرفت كه كالوك هم گرون كنه 
جاي شكرش باقيه كه فقط گرون كردن و هيچ تفاوتي توي ارائه خدمات و كيفيت با قبل ندارن
مثل هميشه عاليه عاااالي
                        "
 کالوک ,"
                            محیط پر سر و صدایی داشت و تراس به خاطر بوی سیگار و قلیان قابل استفاده نبود. ما ملانژان، سالاد سزار، پیتزا دجاج و فاهیتای مرغ سفارش دادیم؛ ملانژان فقط مزه‌ی رب انار می‌داد. سزار خیلی خوب بود، پیتزا کیفیت متوسط رو به پایین داشت و فاهیتای مرغ معمولی بود. پرسنل خوش برخو د اما کاملا غیرحرفه‌ای بودند.
در مجموع جایی نبود که دوباره برم.
                        "
 کالوک ,"
                            سلام من ۵شنبه ۱۵ شهریور برای دخترم در رستوران کالوک جشن تولد گرفتم. حدود ۳۰ نفر بودیم. همه چیز عالی بود. هم سرویس ، برخورد کارکنان، کیفیت غذا عالی بود. 
ما یه شب خیلی خوب رو در کالوک گذروندیم. 
خواستم از همه تیم کالوک خیلی خیلی تشکر کنم و مخصوصا سرکارخانم دهقان که با برخورد خوبشون و همچنین آرامش و مهربونی شون باعث شدن که تولد دخترم بسار خوب برگزار بشه. هرچند که ما خیلی سر و صدا کردیم و باعث شد که مهمونهای دیگه رستوران کلافه بشن ولی مدیریت و مخصوصا خانم دهقان هربار با آرامش و مهربونی به نا تذکر دادن . 
در کل همه چیز عالی بود.
                        "
 کالوک ,"
                            با سلام. 
رستوران کالوک . محیط خوب و گرمی داره پذیرایی پرسنل خوب و صمیمی بود اما اماده کردن غذا یکم زمانش زیاد بود . طعم غذاش هم خوبه 
                        "
 کالوک ,"
                            جای پارک خوب به شرطی که زود برسید، رفتار بسیار بسیار خوب، رستوران زیبا، حجم بالای غذا، کیفیت عالی، قیمت مناسب نسبت به حجم و کیفیت. پیش غذای ملانیژان ترکیبی از بادمجان و گردو و قارچ و مرغ و سس بسیتر زیاد انار بود و من بسیار پسندیدم.
                        "
 کالوک ,"
                            ديشب يكي از دوستام رو به كالوك دعوت كردم، محيط و دكوراسيونش عاليه. داخل تراسش يك تلويزيون بسيار بزرگ كه تركيبي از چند مانيتور هست گذاشتند. و اطرافش مبلمان گذاشتند كه حس راحتي بهت دست ميده. شب توي هواي خنك تراس رو پيشنهاد مي كنم. ما يك شيشليك و پلو ماهيچه سفارش داديم. شيشليكش به نظرم مزه معمولي داشت. يك شيشليك متفاوت نبود. ماهيچه اش هم خوب بود. ليموي همراه غذا مزه بسيار متفاوتي داشت. من با ماست و خيارش خيلي حال كردم قشنگ تزئين شده بود. 
برخورد پرسنل هم مثل هميشه عاليه. چك اين هم يادتون نره كه موهيتو رايگان براتون بيارند
                        "
 کالوک ,"
                            پرسنل بسیار با ادب و محترم بودن و خیلی خوش برخورد
ما پاستا پانا،  بشقاب سبزیجات و سیب زمینی با سس قارچ سفارش دادیم
سیب زمینی‌ش که عالییی بود و خیلی هم زیاد و پاستا هم به نسبت قیمت یکم حجمش کم بود اما خوشمزه و لذیذ
حتما دوباره میرم 👌🏼
                        "
 کالوک ,"
                            ما در تاریخ 97/6/5 در قالب جمع دوستانه و همکاران قدیمی برای شام به این رستوران رفتیم .انصافا همه چی عالی بود .کیفیت غذاها خوب بود و از همه مهمتر صبر و حوصله کارکنان بود . چون ما عده مون زیاد بود و میخواستیم که صورتحسابها جدا باشه که همینطور هم شد . حجم غداها به نسبت قیمت  خیلی خوبه . برای مثال پاستا پنه یک غذای دونفره هست .سالاد ها رو هم امتحان کنید عالین .
                        "
 کالوک ,"
                            داشتن پارکینگ اختصاصی، محیط و فضای خوب ( فضای داخلی و فضای باز)،  تنوع منوی غذایی و طعم خوب غذاها و برخورد مناسب کارکنان، اینجا رو به یکی از رستوران های خوب تبدیل کرده و افراد با ذائقه های مختلف رو راضی می کنه
                        "
 کالوک ,"
                            برخورد مناسب پرسنل
غذای خوشمزه
حجم غذا زیاد
و قیمت به نسبت مناسب
                        "
 کالوک ,"
                            1 شهریور ماه برای صرف ناهار مهمونامو بردم کالوک درمورد فضا میز وصندلی راحت بود ولی صدای موسیقی بلند وکمی ازار دهنده بود، سرعت عمل خدمه خوب بود ، غذایی که سفارش داده بودیم خیلی خوب و قابل قبول نبود اما پیش غذاهاش سوپ و سالادش واقعا عالی و دلچسب بود.
                        "
 کالوک ,"
                            کالوک یکی از رستوران هاییه مه منوی تقریبا کاملی داره و نسبتا همه سلیقه ها رو راضی میکنه. 
هم غذا های ایرانیش و هم غذا های ایتالیایش از کیفیت بالایی برخوردار بود.

                        "
 کالوک ,"
                            این رستوران قبلا سعادت‌آباد بود و کمتر از یکسال است که نقل مکان کرده‌اند. از هر لحاظ رستوران خوب و کاملیه. یکی از محسناتش داشتن پارکینگ اختصاصیه. 

                        "
 کالوک ,"
                            ما براي نهار رفتيم به اين رستوران، پيش غذا سيني مزه سفارش داديم كه خيلي خوشمزه بود و براي غذا استيك گوساله و شيش طاوق هم بسيار عالي بود وكنار هر كدوم از غذاهامون سه مدل سس و ترشي سرو ميشد، سرويس دهي هم بسيار خوب بود
                        "
 کالوک ,"
                            برخورد خانم‌هایی که خوش‌آمد می‌گن و‌ سفارش می‌گیرن خیلی خوب و‌ دوستانه. غذاها هم خیلی خوب اما اصلاً به خوبی غذاهای بارولا (که برخی دوستان مقایسه کرده بودن) نیست. قیمت‌ها نوی منو کمی بالاست اما به نسبت حجم‌اش زیاد گرون نیست. صدای موسیقی مثل سابق (طبق کامنت‌های دوستان) دیگه زیاد نیست. ساعت ۱۳:۰۰ ما ا‌ولین گروه بودیم که وارد شدیم و پرسنل هنوز داشتن تمیزکاری می‌کردن که صحنه تی کشیدن و بلندبلند حرف زدن و داد زدن کارگرها و‌ پرسنل توی سالن صحنه جالبی نبود. با اومدن مهمون‌های بیشتر، سروصداشون کمتر شد اما همچنان مدام در رفت‌وآمد بودن و کلاً حضور پرسنل زیادی حس می‌شد. ایراد خاصی واقعاً نداشتن اما خیلی هم خاص نیست.
                        "
 کالوک ,"
                            با سلام ، جو بسيار خوب با پرسنل بسيار باادب و محترم و كاربلد و براى شبى با غذاى با كيفيت توام با ارامش
                        "
 کالوک ,"
                            با خانواده برای شام تولد و برای بار اول رفتیم کالوک.
 + کیفیت و اندازه پرس ها برخورد خوب و حرفه‌ای پرسنل طعم خوب و ادویه مناسب. دکوراسیون و چیدمان عالی. امکان استفاده از تراس بزرگ و مناسب
- موهیتو و سالاد فرتوش زیادی ترش بودن و ماهیچه علیرغم پخت عالی و کافی کمی بوی ضخم می‌داد. صدای موزیک کمی زیاد تر از حد نرمال بود
در کل به نسبت قیمت کیفیت خوبی داشت.
                        "
 کالوک ,"
                            از همه لحاظ بينظير بود
                        "
 کالوک ,"
                            برای صرف شام جمعه به این رستوران رفتم. چند نفر مهمون داشتم و استرس اینکه از غذا و محیط خوششون بیاد. پیتزا سفارش دادن و خداروشکر راضی بودن. اما من و همسرم عیش قوزی سفارش دادیم برای امتحان یک طعم جدید، در کل خوشمزه و تند بود اما حجم برنج نسبت به گوشت کم بود. سالاد فتوش هم عالی با حجم زیاد. تنها مشکل سر و صدای زیاد بود. من دوست دارم تو رستوران فقط موزیک شنیده بشه.
                        "
 کالوک ,"
                            رستوران عالي با كاركنان فوق العاده 
سرويس خوب غذاهاي خوشمزه 
با وجودي كه ما گروه بزرگي بوديم تقريبا ١٦ غذا همزمان و گرم با كيفيت عالي سرو شد 
حتما بريد كه از دستتون نره 
از مديريت رستوران واقعا تشكر ميكنم
                        "
 کالوک ,"
                            یک رستوران فوق العاده! 
غذاها خیلی خوشمزه و با کیفیت هستن و پرسنل بسیار مودبی داره. محیط شیک و جذابی داره. شاید فقط کمی موزیک بلند اذیت کننده باشه .
استیک هاش و سالاد سزار معرکه آن و شدیدا توصیه میشن.
قیمت کمی بالا هست اما نسبت به کیفیت و برخورد خوبشون ارزشش رو داره.
تنها نکته منفیش شاید بوی قلیون باشه که کمی آزار دهنده میشه بعضی اوقات . در کل رستوران فوق العاده ای هست و توصیه میشه.
                        "
 کالوک ,"
                            فضای بسیار عالی و دلنشین به همراه برخورد بسیار مودبانه 👌🏼
کیفیت غذا و پیش غذا بسیار عالی 👍🏼
                        "
 کالوک ,"
                            دارای منوی متنوع حجم غذاها نسبت به قیمت برتری داره فقط محیط رستوران بسیار پر سر و صدا است که آرامش و لذت صرف غذا را تحت شعاع خودش قرار می‌ده و زمان اجرای سفارش نسبتا طولانیه 

                        "
 کالوک ,"
                            سلام
ما هفته پیش پنج  شنبه برای شام به این رستوران رفتیم 
محیط خوبی داشت و خیلی هم شلوغ نبود 
برخورد پرسنل بسیار مودبانه بود 
کته استیک ، پاستا ، کباب مخصوص و شیشلیک سفارش دادیم پاستا مزه خاصی نداشت ولی بقیه غذا ها خوب بودند استیک و کباب ها کاملا مغز پخت و لطیف بودند 
در کل جای خوبی برای جمع های دوستانه هست
فقط غذا رو دیر آوردند و طبق گفته های قبلی دوستان پرسنل همه تازه کار هستند 
                        "
 کالوک ,"
                            خوب و خوش طعم
                        "
 کالوک ,"
                            مابرای شام رفتیم مخیطی آرام و دلنشین...غذایی واقعا خوشمزه که بعداز خوردنش اصلا احساس سنگینی نمیکنی کاملا سالم و عالی....
                        "
 کالوک ,"
                            محیط عالی برخورد پرسنل و رسیدگیشون عالی کیفیت غذاهاشونم که نگم براتون خیلی عالی بود 
                        "
 کالوک ,"
                            همراه با خانواده دیشب جمعه به رستوران کالوک رفتیم همه چیز خیلی خیلی عالی بود . از کارکنان و مدیریت ممنونم 
                        "
 کالوک ,"
                            ۳۱ تیر ماه ۹۷، شام، برای ۱۳ نفر رزرو داشتیم. پارکینگ، دکوراسیون، برخورد پرسنل، کیفیت و ظاهر غذا ها و کلا همه چیز عالی بود و واقعا خوش گذشت. این دفعه دوم بود به این رستوران میرفتم، بار قبل حدود ۵ ماه پیش بود، اون بار هم همه چیز عالی بود.
واقعا از مدیریت و پرسنل رستوران کالوک بخاطر فراهم کردن یک همچین فضایی با این کیفیت بالا قدردانی میکنم.
                        "
 کالوک ,"
                            امشب ٢٩ تير ماه رفتيم به اين كافه رستوران...
من اينجا رو از همين برنامه و به پيشنهاد دوستان پيدا كردم. يك ساعت قبل رزرو كردم و با بر خورد بسيا بسيار خوب و عالي پرسنل و خوشرويي رو ب رو شدم
كيفيت پيتزا ها خووب هست ولي استيك و سالاد سزار فوق العاده ايي داره ... فضاي گرم و صميمي باعث ميشه گذشت زمان و استرس و كارو مشغله هاي بيرون از اين رستوران رو فراموش كنيد...
قيمت غذا ها با توجه به سرويس و كيفيتي كه عرضه ميكنن كاملا مناسب هست
من حتما دوباره به كالوك ميرم و اين پيشنهاد رو هم به شما دوستان گلم ميكنم....
                        "
 کالوک ,"
                            کیفیت غذا و سرویس‌دهی خوب. ولی من معمولا ترجیح میدم موسیقی ملایم‌تر و با صدای کمتر باشه.
                        "
 کالوک ,"
                            محیط بسیار عالی بود 
برخورد محترمانه 
کیفیت غذا بینظیر
                        "
 کالوک ,"
                            استیک عالی بود. فضا زیبا و راحت بود اما اینکه قلیان رو تو فضای بسته هم سرو میکردن خوب نبود. پیتزا خوب نبود.از معمولی هم پایین تر. سیب زمینی با سس قارچ عالی بود.
                        "
 کالوک ,"
                            ما وسط هفته و برای نهار رفتیم، جای پارک اختصاصی و رایگان داشت، پنه و سالاد و سوپ و بیف استراگانف خوردیم، غذا و فضای خوبی داشت مخصوصا عاشق سالادش شدم که اسمش رو نمیدونم ولی خودشون هم تعریفش رو میکردن، نوشیدنی لیموناد و سیب دارچین هم خوب بود، فکر کنم نسبتا تازه تأسیس هست چون خیلی خلوت تر از اونی بود که باید باشه، گارسون ها هم به نظر تازه کار و هول بودن اما انقدر با تربیت بودن که کمتر به چشم میومد، شاید در آینده معروف تر بشه، بازم پیش بیاد میرم
                        "
 کالوک ,"
                            محیط بسیار زیبا و پرسنل خوش برخورد، غذا گرم و به موقع سرو شد، اما متاستفانه بعضی از غذا های منو تمام شده بود ، حجم غذا خوب بود و به نظرم باز هم کالوک خواهم رفت
                        "
 کالوک ,"
                            پارکینگ اختصاصی داره نگران جا پارک نباشید. هم میتونید بیرون بشینید هم تو ...غذاشم عالی بود به یکبار امتحانش می ارزه
                        "
 کالوک ,"
                            به نظر من اسم رستوران رو به جای کالوک باید کولاک میذاشتن چون واقعا معرکه است.امروز برای نهار اولین بار بود که اونجا رفتیم.محیط بسیار شیک و زیبا پرسنل بسیار مودب و حرفه ای.اقایی که سفارش رو میگرفت در مورد انتخاب از منو خیلی کمکمون کرد وتوضیحات خوبی داد.غذاهاش هم که هرچی بگم کم گفتم عالییییی
                        "
 کالوک ,"
                            سیب زمینی سرد بود
موهیتو تموم کرده بودن ساعت 10 که به نظرم خیلی زود بود
سالاد سزار با مرغ سوخاری سفارش دادیم که معمولی بود
استیک ریبز ولی واقعا خوش مزه بود هم گوشت هم سبزیجات هم سس هایی که همراهش دادن
یکم محیطش شلوغ بود به نظر و در هم بر هم
برخورد پرسنل هم خوب بود
                        "
 کالوک ,"
                            ما برای ناهار به رستوران رفتیم و تقریبا خلوت بود. برخورد پرسنل مودبانه ست و نهایت همکاری را دارند. انتقادها را با روی باز پذیرفتند و حتی سس پاستا را که طبق نظر ما زیادی خوش‌نمک بود، برای تست کردن آوردند. انتقادپذیر بودن سرآسپز رستوران نقش بسیار پررنگی در بالابردن کیفیت غذای رستوران دارد. سفارش‌های ما سالاد سزار، سالاد اسفناج، اسپرینگ رول، میکس مزه، پاستا پانا و فرنچ برگر بود. سالاد سزار و اسفناج بسیار خوش‌طعم بودند و هرکدام برای ۲-۳ نفر مناسب بود. اسپرینگ رول شامل مرغ هم بود، که به‌نظر ما دیگه اسپرینگ رول محسوب نمی‌شه؛ اما خوش‌طعم بود. اکثر موارد میکس مزه، یکم شور بودند اما حمص خیلی خوش‌طعم بود. فرنچ برگر و پاستا هم خوش‌طعم بودند و برای ۲نفر مناسب بودند.
                        "
 کالوک ,"
                            از نظر تمیزی و سرویس و پرسنل خیلی خوب و عالی بود .
صدای موزیک بیش از اندازه زیاد بود و با محیط رستوران همخوانی نداشت . صدای بالای موزیک باعث میشد با طرف مقابلت بلند صحبت کنی که اصلا خوشایند نبود . و نوع موزیک رستوران اصولا موزیک لایت هست ولی موزیکهایی استفاده میشد که فکر میکردی تو باشگاه پرورش اندام رفتی.
یکی دیگه از بدیهاش این بود هنگام ورود از ما سوال پرسیدن که برای صرف غذا اومدیم یا کافه و قلیان ؟ که ما برای صرف نهار رفته بودیم .
ظاهرا محیطهاش جدا بود ولی بعد از چند دقیقه جایی که ما برای صرف نهار نشسته بودیم کنارمون چند نفر اومدن برای کشیدن قلیون که اصلا خوشایند نبود .
و دیگه اینکه سبزیجاتی که دور چین استیک بود بعنوان مثال کلم بروکلی خام بود و خوب پخته نشده بود . یا گوشت استیک خشک بود و اولش هم از ما سوال نکردن که استیکمون چه اندازه گریل بشه .
البته استیک مرغ و ماهیش خوب بود . نرم و آبدار ولی گوشت خشک بود .
                        "
 کالوک ,"
                            یکی از بهرین جاهاییه که دیدم 
                        "
 کالوک ,"
                            رستورانی بسیار فوق العاده و شیک (و البته قیمت بسیار بالا)، بسیار محیطی زیبا، دارای تراس. هم توی سالن تلویزیون داشت و هم توی تراس دوتا تلویزیون داشت که یکیش خیلی بزرگ بود و کلاً همه راحت میتونستم بازی های جام جهانی رو ببینن.
غذاهایی که سفارش دادیم استیک مخصوص رولی و ریب استیک بود به همراه سالار گاردن، نوشیدنی موهیتو و لیموناد، که همگی فوق العاده بودن، مخصوصاً استیک رولی که واسم جدید بود و همچنین سالار گاردن که سس گرین بسیار بسیار خوشمزه ای داشت.
کیفیت غذا بی نظیر، برخورد پرسنل بسیار عالی، و محیط پذیرایی هم خوب بود.
                        "
 کالوک ,"
                            یکی از نکات مثبت رستوران داشتن پارکینگ اختصاصی بود. ما برای شام و در یکی از شب‌های جام‌جهانی به کالوک رفتیم. تراس رستوران چیدمان خیلی خوبی دارد و قلیان هم سرو می‌شود. برای تماشای فوتبال هم بسیار مناسب بود. به‌علت شلوغی تراس و بوی قلیان، ما قسمت داخلی را انتخاب کردیم. برخورد پرسنل بسیار مودبانه ست و ما هنگام سفارش، چک‌این کرده و از آفر موهیتو استفاده کردیم. سفارش ما بشقاب مزه و پاستا میلانو بود. بشقاب میکس مزه شامل شش مدل مزه سرد بود و با نان مخصوصی که در رستوران پخت می‌شد، سرو شد. حمص طعم خیلی خوبی داشت. باباقنوش یکم خوش‌نمک بود. توصیه می‌کنم امتحان کنید. پاستا هم خوشمزه و مقدار آن، به‌نظر من، برای دو نفر مناسب بود.
                        "
 کالوک ,"
                            یکی از نکات مثبت رستوران داشتن پارکینگ اختصاصی بود. ما برای شام و در یکی از شب‌های جام‌جهانی به کالوک رفتیم. تراس رستوران چیدمان خیلی خوبی دارد و قلیان هم سرو می‌شود. برای تماشای فوتبال هم بسیار مناسب بود. به‌علت شلوغی تراس و بوی قلیان، ما قسمت داخلی را انتخاب کردیم. برخورد پرسنل بسیار مودبانه ست و ما هنگام سفارش، چک‌این کرده و از آفر موهیتو استفاده کردیم. سفارش ما بشقاب مزه و پاستا میلانو بود. بشقاب میکس مزه شامل شش مدل مزه سرد بود و با نان مخصوصی که در رستوران پخت می‌شد، سرو شد. حمص طعم خیلی خوبی داشت. باباقنوش یکم خوش‌نمک بود. توصیه می‌کنم امتحان کنید. پاستا هم خوشمزه و مقدار آن، به‌نظر من، برای دو نفر مناسب بود.
                        "
 کالوک ,"
                            ما هفته گذشته برای یه تولد دسته جمعی دوازده نفره رفتیم این رستوران و از اونجا که میخواستیم دوستمون رو سورپرایز کنیم خیلی به پرسنل رستوران زحمت دادیم ولی همشون با روی خوش یه همکاری خیلی خوب و صمیمانه با ما داشتن ممنون از همشون.
در مورد کیفیت غذاها هم باید بگم همه چیز خوب بود ولی سالاد اسفناج واقعا خوب بود و هات چیپس
                        "
 کالوک ,"
                            من دو بار به رستوران کالوک رفتم خیلی خوب بود واقعا هم فضا و جاش خوشگله هم تراس داره هم فضای داخل،غذاهاش عالین قیمتاش هم خیلی خوبه نسبت به اینکه کیفیت بالایی داره و البته یه خوبی که داره اینه که خیلی تنوع غذاییش بالاست هم غذای عربی داره هم ایرانی هم فست فود و ایتالیایی😊 
هر غذایی هم که سفارش دادیم خیلی خوشمزه بوده و همه راضی بودیم،حجم غذا هم خیلی خوبه👌🏻
                        "
 کالوک ,"
                            من دیشب برای همسرم در کالوک تولد کوچکی گرفتم، غذا بیف استراگانف و پیتزا مخصوص و سالاد سزار با مرغ گریل سفارش دادیم که حجم غذا زیاد و طعم عالی داشت، با چک این هم موهیتو رایگان برامون آوردن. حق سرویس و مالیات نداشت. با رزرو میز برامون میزو با گل خشک و شمع تزئین کرده بودن، از نظر من همه چیز عالی بود
                        "
 کالوک ,"
                            ما سه نفري شام جمعه در تراس رزرو كرده بوديم.برخورد پرسنل خوب بود. غذا اروفا مشوي( شامل دوسيخ كباب كه يكيش تنده و برنج با ادويه جات بسيار خوشمزه)، استيك رولي( بسيار خوشمزه كه همراه با سيزيجات سرو شد) و فاهيتاي مرغ( خوب بود و تند ولي دفعه بعدي براي تنوع مورد ديگري انتخاب ميكنم) رو سفارش داديم.  چاي مراكشي هم تركيبي از چاي سبز و ليمو نبات بود به نظرم كه براي سرو در كنار كيك تولد ما خوب بود. شايد تنها نكته اي كه ما نپسنديديم اين بود كه در تراس اكثريت در حال كشيدن قليون يا سيگار بودند. توصيه ميكنم اگر ميتونن موقع پذيرش در اين مورد سوال كنند و افرداي كه از اين موارد استفاده نميكنند رو در يك سمت و استفاده كنندگان از قليون رو در سمت ديگه بنشانند.
                        "
 کالوک ,"
                            رستوران شیک با فضای صمیمی بود،یه بالکن داره که البته روبسته بود.من کته استیک سفارش دادم که استیک ترد و خوشمزه ای داشت فقط ته دیگ برنجش کنجدی بود که من دوست نداشتم، گوجه هم گذاشته بودن که به نظر من با استیک جالب نبود.با چک این یه موهیتوی رایگان واسم آوردن که واقعا حوشمزه بود. در کل رستوران خوبی بود و راضی بودم.
                        "
 کالوک ,"
                            غذاهايي سفارشي ما پاستا كارنه و پيتزا سر لوين پستو سفارش داديم كه پاستا عااالي بود و پيتزا خوشمزه بود. خب اين پيتزاش ويژگي خاصي نسبت به جاهاي ديگه ندلشت اما پاستاش متفاوت بود. به ازاي هر غذا ميشد يه چك اين كرد و موهيتو دريافت كرد كه به ما دوتا موهيتو دادن ولي حجمش خيلي بالا نبود. محيط بالكنش رو ما نديديم، چون خيلي شلوغ بود و داخل نشستيم. و اگه ميزها انقدر بهم نزديك نبودن و يه محيط اروم بود جذابيتش بيشتر ميشد. 
برخورد پرسنل هم دو نوع بود، عالي و متوسط. 
                        "
 کالوک ,"
                            واسه یک بار امتحان بد نیست
                        "
